Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
745,Hoby Milner\milneho01,30,MIL,2,0.348,112,,0,0.00%,50.00%,50.00%,,,,,,,,,,0,0.00%,0,0%,,
746,Mike Minor\minormi01,33,KCR,7,0,-131,0,0,0.00%,57.10%,0.00%,85.4,66.70%,33.30%,33.30%,33.30%,0.5,33.30%,66.70%,0.00%,-0.1,0.00%,-1.2,,,
747,A.J. Minter\minteaj01,27,ATL,1,0,-140,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
748,Casey Mize\mizeca01,24,DET,3,0.231,41,0,0,0.00%,33.30%,33.30%,83.7,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,0.5,0%,,
749,Yadier Molina\molinya01,38,STL,473,0.298,85,0.283,0.118,2.30%,16.70%,5.10%,88,31.70%,21.70%,42.60%,29.10%,0.74,33.00%,51.10%,15.90%,1.2,0.50%,5,26%,100%,18%
750,Yoan Moncada\moncayo01,26,CHW,616,0.346,117,0.35,0.148,2.30%,25.50%,13.60%,90.1,41.40%,31.00%,44.10%,20.30%,0.79,28.20%,54.50%,17.30%,0.6,0.50%,7.1,28%,60%,46%
751,Adalberto Mondesi\mondera02,25,KCR,136,0.328,84,0.299,0.222,4.40%,31.60%,4.40%,87.3,44.70%,16.30%,39.50%,25.60%,0.76,26.70%,61.60%,11.60%,0,0.10%,-2.1,43%,94%,44%
752,Mickey Moniak\moniami01,23,PHI,37,0.174,-15,0.125,0.091,2.70%,43.20%,8.10%,88.4,38.90%,5.60%,55.60%,33.30%,1.43,11.10%,66.70%,22.20%,-0.2,-0.20%,-4.8,40%,,100%
753,Frankie Montas\montafr02,28,OAK,4,0,-121,0,0,0.00%,75.00%,0.00%,88.1,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,-0.1,-0.10%,-1.1,,,
754,Jordan Montgomery\montgjo01,28,NYY,4,0,-126,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,-0.10%,-1.2,,,
755,Dylan Moore\mooredy01,28,SEA,377,0.276,70,0.229,0.154,3.20%,29.40%,10.60%,85.4,33.30%,23.00%,30.60%,31.50%,0.45,24.80%,58.10%,17.10%,-0.1,-0.20%,-8.2,33%,81%,46%
756,Matt Moore\moorema02,32,PHI,20,0,-144,0,0,0.00%,65.00%,0.00%,66.2,14.30%,14.30%,57.10%,0.00%,4,28.60%,57.10%,14.30%,-0.4,-0.30%,-4.5,,,
757,Colin Moran\moranco01,28,PIT,359,0.323,97,0.321,0.132,2.80%,24.20%,10.00%,88.5,37.30%,24.40%,50.00%,20.50%,1.03,30.30%,56.00%,13.70%,1.3,0.60%,4.6,17%,100%,8%
758,Adrián Morejón\morejad01,22,SDP,1,0,-124,0,0,0.00%,0.00%,0.00%,97.4,100.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.2,,,
759,Mitch Moreland\morelmi01,35,OAK,252,0.301,92,0.256,0.188,4.00%,23.00%,7.10%,91,47.70%,20.10%,46.00%,28.70%,0.85,32.80%,51.70%,15.50%,0.3,0.00%,-2.8,29%,,16%
760,Eli Morgan\morgael01,25,CLE,2,0,-127,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,-0.10%,-0.6,,,
761,Shawn Morimando\morimsh01,28,MIA,3,0,-247,0,0,0.00%,33.30%,0.00%,59.1,0.00%,0.00%,50.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.5,,,
762,Max Moroff\morofma01,28,STL,16,0.056,-85,0.167,0,0.00%,62.50%,0.00%,86.1,16.70%,33.30%,16.70%,50.00%,0.2,16.70%,83.30%,0.00%,-0.4,-0.30%,-3.9,0%,,
763,Charlie Morton\mortoch02,37,ATL,62,0.121,-74,0.292,0.018,0.00%,50.00%,0.00%,68.9,6.50%,16.10%,35.50%,19.40%,0.92,12.90%,64.50%,22.60%,-1,-0.70%,-13.2,71%,,0%
764,Taylor Motter\motteta01,31,TOT,29,0.261,44,0.278,0.115,0.00%,27.60%,10.30%,88.7,44.40%,16.70%,33.30%,33.30%,0.5,27.80%,66.70%,5.60%,-0.1,0.10%,-2.6,63%,,0%
765,Taylor Motter\motteta01,31,COL,22,0.186,-12,0.214,0,0.00%,27.30%,9.10%,87.9,42.90%,21.40%,28.60%,28.60%,0.4,28.60%,64.30%,7.10%,-0.2,0.00%,-3.7,40%,,0%
766,Taylor Motter\motteta01,31,BOS,7,0.497,216,0.5,0.5,0.00%,28.60%,14.30%,91.6,50.00%,0.00%,50.00%,50.00%,1,25.00%,75.00%,0.00%,0.2,0.10%,1.1,100%,,
767,Ryan Mountcastle\mountry01,24,BAL,586,0.336,109,0.297,0.232,5.60%,27.50%,7.00%,89.1,39.70%,24.70%,35.50%,33.90%,0.55,27.60%,53.20%,19.20%,-0.6,-0.40%,3,30%,57%,48%
768,Mike Moustakas\moustmi01,32,CIN,206,0.284,57,0.239,0.164,2.90%,22.30%,8.70%,86.9,31.40%,23.60%,36.40%,22.90%,0.57,36.00%,45.30%,18.70%,-1,-0.70%,-6.7,29%,,47%
769,Kyle Muller\mulleky01,23,ATL,13,0.133,-58,0.25,0,0.00%,53.90%,7.70%,78.4,20.00%,0.00%,80.00%,0.00%,,20.00%,80.00%,0.00%,-0.2,-0.10%,-2,0%,,0%
770,Cedric Mullins\mullice01,26,BAL,675,0.378,135,0.322,0.228,4.40%,18.50%,8.70%,88.2,39.40%,23.90%,38.60%,27.80%,0.65,32.20%,50.60%,17.20%,1.9,0.30%,23.7,29%,79%,52%
771,Max Muncy\muncyma01,30,LAD,592,0.385,140,0.257,0.278,6.10%,20.30%,14.00%,91.2,46.80%,22.80%,38.60%,33.10%,0.63,30.40%,55.00%,14.60%,2.3,1.50%,39.3,32%,67%,34%
772,Yairo Munoz\munozya01,26,BOS,11,0.081,-77,0.111,0,0.00%,18.20%,0.00%,85.1,22.20%,22.20%,33.30%,33.30%,0.5,33.30%,44.40%,22.20%,-0.2,-0.10%,-1.8,0%,,0%
773,Patrick Murphy\murphpa02,26,WSN,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
774,Sean Murphy\murphse01,26,OAK,448,0.314,101,0.257,0.188,3.80%,25.50%,8.90%,89.2,42.70%,23.40%,40.10%,28.00%,0.67,31.20%,54.30%,14.50%,-0.5,-0.70%,8.9,25%,,36%
775,Tom Murphy\murphto04,30,SEA,325,0.29,84,0.265,0.148,3.40%,30.50%,12.30%,88.6,38.10%,16.00%,44.20%,27.60%,0.79,35.40%,50.30%,14.40%,-0.8,-0.60%,-7.4,28%,,39%
776,Joe Musgrove\musgrjo01,28,SDP,57,0.138,-37,0.241,0.039,0.00%,40.40%,1.80%,70.5,18.20%,9.10%,45.50%,15.20%,1.5,27.30%,45.50%,27.30%,-1.1,-0.80%,-10.6,25%,,67%
777,Wil Myers\myerswi01,30,SDP,500,0.333,112,0.333,0.179,3.40%,28.20%,10.80%,86.8,38.00%,21.30%,43.60%,27.20%,0.8,29.20%,56.70%,14.10%,0.2,0.00%,6.6,26%,62%,47%
778,Tommy Nance\nanceto01,30,CHC,2,0,-133,0,0,0.00%,50.00%,0.00%,97.3,100.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
779,Tyler Naquin\naquity01,30,CIN,454,0.354,107,0.318,0.207,4.20%,23.40%,7.70%,88.9,41.80%,22.10%,46.40%,24.00%,0.9,32.50%,51.90%,15.60%,0.1,-0.10%,14.1,25%,63%,56%
780,Omar Narvaez\narvaom01,29,MIL,445,0.326,97,0.308,0.136,2.50%,18.90%,9.20%,84.6,25.60%,27.50%,34.20%,31.00%,0.52,28.10%,54.00%,17.90%,-0.2,0.20%,0,31%,,41%
781,Packy Naughton\naughpa01,25,LAA,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
782,Josh Naylor\naylojo01,24,CLE,250,0.313,93,0.287,0.146,2.80%,18.00%,5.60%,89.8,42.60%,23.90%,50.50%,17.00%,1.02,28.30%,53.50%,18.20%,-0.8,-0.60%,-8.8,31%,100%,48%
783,Nick Neidert\neideni01,24,MIA,12,0.058,-90,0,0,0.00%,41.70%,8.30%,80.7,0.00%,0.00%,66.70%,16.70%,4,16.70%,66.70%,16.70%,-0.2,-0.10%,-2.5,0%,,0%
784,Jimmy Nelson\nelsoji02,32,LAD,3,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.5,,,
785,Hector Neris\nerishe01,32,PHI,1,0,-132,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
786,Sheldon Neuse\neusesh01,26,LAD,66,0.221,27,0.222,0.154,4.60%,39.40%,1.50%,88.8,41.00%,20.50%,43.60%,33.30%,0.77,17.90%,66.70%,15.40%,-1.3,-1.00%,-10.5,33%,50%,0%
787,Tyler Nevin\nevinty01,24,BAL,18,0.45,189,0.375,0.357,5.60%,27.80%,22.20%,93.5,33.30%,0.00%,22.20%,66.70%,0.29,55.60%,11.10%,33.30%,0.1,0.00%,2,29%,,0%
788,Sean Newcomb\newcose01,28,ATL,2,0,-379,,0,0.00%,50.00%,0.00%,15.8,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,0.5,,,0%
789,Kevin Newman\newmake01,27,PIT,554,0.257,49,0.236,0.083,0.90%,7.40%,4.90%,83.9,26.00%,25.20%,43.30%,21.40%,0.8,22.70%,60.60%,16.70%,-2.2,-0.50%,-29.4,32%,86%,51%
790,Tomas Nido\nidoto01,27,NYM,161,0.269,61,0.292,0.105,1.90%,27.30%,3.10%,88.7,43.10%,33.90%,42.20%,23.90%,0.73,22.90%,65.10%,11.90%,0.2,0.20%,-4,33%,100%,20%
791,Brandon Nimmo\nimmobr01,28,NYM,386,0.372,138,0.366,0.145,2.10%,20.50%,14.00%,88.6,41.50%,27.40%,47.20%,18.50%,0.91,23.80%,54.40%,21.80%,0.5,0.20%,17.7,30%,56%,50%
792,Stephen Nogosek\nogosst01,26,NYM,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-0.5,,,
793,John Nogowski\nogowjo01,28,TOT,143,0.272,65,0.271,0.078,0.70%,15.40%,8.40%,88.1,28.70%,29.60%,37.00%,29.60%,0.59,28.70%,56.50%,14.80%,-0.1,-0.40%,-3.4,31%,0%,6%
794,John Nogowski\nogowjo01,28,STL,20,0.116,-42,0.063,0,0.00%,10.00%,5.00%,87,18.80%,18.80%,43.80%,31.30%,0.78,12.50%,68.80%,18.80%,-0.5,-0.40%,-5.4,67%,,0%
795,John Nogowski\nogowjo01,28,PIT,123,0.297,82,0.308,0.09,0.80%,16.30%,8.90%,88.3,30.40%,31.50%,35.90%,29.30%,0.56,31.50%,54.30%,14.10%,0.4,0.00%,1.9,28%,0%,7%
796,Aaron Nola\nolaaa01,28,PHI,63,0.199,-2,0.333,0.041,0.00%,46.00%,9.50%,67.1,10.70%,21.40%,39.30%,3.60%,1.57,7.10%,60.70%,32.10%,-0.1,-0.10%,-3.8,39%,,0%
797,Austin Nola\nolaau01,31,SDP,194,0.32,104,0.292,0.104,1.00%,9.80%,7.20%,89.7,41.30%,25.60%,41.00%,20.50%,0.7,28.80%,54.50%,16.70%,-0.2,-0.30%,8.1,20%,0%,35%
798,Sean Nolin\nolinse01,31,WSN,6,0,-173,0,0,0.00%,50.00%,0.00%,46.5,0.00%,0.00%,33.30%,0.00%,,0.00%,66.70%,33.30%,-0.1,0.00%,-1.6,,,
799,Lars Nootbaar\nootbla01,23,STL,124,0.318,101,0.273,0.183,4.00%,22.60%,10.50%,87,36.60%,16.90%,43.40%,27.70%,0.84,32.50%,51.80%,15.70%,0.4,-0.10%,2.1,29%,67%,47%
800,Daniel Norris\norrida01,28,TOT,2,0,-134,0,0,0.00%,0.00%,0.00%,75.2,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
801,Daniel Norris\norrida01,28,MIL,2,0,-134,0,0,0.00%,0.00%,0.00%,75.2,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
802,Jacob Nottingham\nottija01,26,TOT,45,0.264,61,0.167,0.25,6.70%,44.40%,4.40%,87.3,33.30%,28.60%,19.00%,42.90%,0.24,28.60%,52.40%,19.00%,-0.3,-0.20%,-4.1,29%,,0%
803,Jacob Nottingham\nottija01,26,MIL,14,0.376,132,0.25,0.5,14.30%,57.10%,0.00%,88.5,50.00%,16.70%,33.30%,50.00%,0.5,16.70%,66.70%,16.70%,-0.1,-0.10%,-0.2,0%,,
804,Jacob Nottingham\nottija01,26,SEA,31,0.213,29,0.143,0.115,3.20%,38.70%,6.50%,86.8,26.70%,33.30%,13.30%,40.00%,0.15,33.30%,46.70%,20.00%,-0.2,-0.10%,-3.9,33%,,0%
805,Dom Nunez\nunezdo01,26,COL,263,0.297,66,0.258,0.211,3.80%,34.60%,12.90%,85.6,31.20%,19.60%,31.90%,36.20%,0.47,37.20%,48.90%,13.90%,-0.7,-0.20%,-6.4,31%,,57%
806,Renato Nunez\nunezre01,27,DET,55,0.284,78,0.182,0.283,7.30%,29.10%,1.80%,85,35.10%,18.90%,48.60%,24.30%,0.95,32.40%,51.40%,16.20%,-0.3,-0.20%,-2,38%,,0%
807,Brian O'Grady\ogradbr01,29,SDP,61,0.267,64,0.182,0.176,3.30%,27.90%,13.10%,88.2,44.40%,11.10%,36.10%,36.10%,0.59,47.20%,44.40%,8.30%,-0.5,-0.30%,-2.5,43%,,0%
808,Ryan O'Hearn\ohearry01,27,KCR,254,0.284,69,0.277,0.144,3.50%,28.00%,5.10%,90.8,45.50%,22.00%,42.90%,30.40%,0.75,30.40%,51.20%,18.50%,-1.8,-0.30%,-15.8,24%,,19%
809,Tyler O'Neill\oneilty01,26,STL,537,0.399,156,0.366,0.274,6.30%,31.30%,7.10%,93,52.20%,24.80%,36.20%,31.40%,0.57,26.40%,55.30%,18.20%,2.5,1.50%,23.4,36%,79%,58%
810,Bailey Ober\oberba01,25,MIN,2,0.446,191,0.5,0,0.00%,0.00%,0.00%,83.7,0.00%,50.00%,50.00%,0.00%,1,0.00%,50.00%,50.00%,0,0.00%,0,0%,,
811,Joseph Odom\odomjo01,29,TBR,2,0,-117,0,0,0.00%,50.00%,0.00%,95.6,100.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.8,,,
812,Rougned Odor\odorro01,27,NYY,361,0.29,80,0.242,0.177,4.20%,27.70%,7.50%,86.8,38.20%,16.10%,36.80%,30.90%,0.62,44.40%,45.30%,10.30%,-0.8,-0.50%,-8.3,31%,0%,55%
813,Jake Odorizzi\odorija01,31,HOU,1,0,-127,0,0,0.00%,0.00%,0.00%,59.2,0.00%,0.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
814,Shohei Ohtani\ohtansh01,26,LAA,639,0.399,154,0.303,0.335,7.20%,29.60%,15.00%,92.9,53.70%,20.90%,38.60%,34.60%,0.64,38.30%,47.70%,14.00%,5.1,1.80%,52.4,30%,72%,41%
815,Steven Okert\okertst01,29,MIA,2,0,-131,0,0,0.00%,50.00%,0.00%,93.9,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,0.00%,-1,,,
816,Jared Oliva\olivaja01,25,PIT,43,0.23,22,0.233,0.05,0.00%,23.30%,7.00%,82,20.00%,13.30%,60.00%,20.00%,1.5,30.00%,43.30%,26.70%,-0.1,0.00%,-3.6,40%,100%,33%
817,Edward Olivares\olivaed02,25,KCR,111,0.3,84,0.244,0.168,4.50%,17.10%,4.50%,86.8,31.00%,21.40%,46.40%,25.00%,0.89,33.30%,54.80%,11.90%,-0.3,-0.10%,-6.7,33%,50%,46%
818,Matt Olson\olsonma02,27,OAK,673,0.38,148,0.269,0.269,5.80%,16.80%,13.10%,91.5,48.70%,19.70%,40.20%,30.20%,0.67,31.10%,52.50%,16.40%,2.9,2.30%,24.9,29%,80%,48%
819,Rafael Ortega\ortegra01,30,CHC,330,0.367,128,0.349,0.172,3.30%,21.20%,9.10%,87.2,34.80%,25.00%,33.30%,31.10%,0.52,36.80%,46.90%,16.20%,1.2,-0.10%,12.9,31%,67%,34%
820,Corey Oswalt\oswalco01,27,NYM,2,,,,,0.00%,0.00%,0.00%,21.9,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.5,,,
821,Connor Overton\overtco01,27,TOT,1,0.899,505,1,0,0.00%,0.00%,0.00%,66.8,0.00%,0.00%,0.00%,100.00%,0,0.00%,0.00%,100.00%,0.2,0.00%,1.7,100%,,
822,Connor Overton\overtco01,27,PIT,1,0.899,505,1,0,0.00%,0.00%,0.00%,66.8,0.00%,0.00%,0.00%,100.00%,0,0.00%,0.00%,100.00%,0.2,0.00%,1.7,100%,,
823,Johan Oviedo\oviedjo01,23,STL,22,0.186,7,0.273,0,0.00%,40.90%,9.10%,83.7,36.40%,0.00%,90.90%,0.00%,,18.20%,81.80%,0.00%,-0.1,-0.10%,-1.7,60%,,25%
824,Hunter Owen\owenhu01,27,PIT,5,0.145,-28,0,0,0.00%,60.00%,0.00%,71.1,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,-0.1,-0.10%,-1.1,0%,,
825,Chris Owings\owingch01,29,COL,50,0.448,175,0.481,0.302,2.00%,30.00%,14.00%,90.7,42.90%,25.00%,39.30%,32.10%,0.65,32.10%,57.10%,10.70%,0.5,0.20%,2.6,40%,67%,80%
826,Marcell Ozuna\ozunama01,30,ATL,208,0.286,63,0.244,0.144,3.40%,22.10%,9.10%,89.7,41.10%,27.50%,35.90%,29.60%,0.56,26.10%,59.20%,14.80%,-1,-0.60%,-3.5,26%,,20%
827,Cristian Pache\pachecr01,22,ATL,68,0.183,-13,0.162,0.095,1.50%,36.80%,2.90%,76.3,27.50%,12.50%,45.00%,17.50%,1,40.00%,52.50%,7.50%,-0.7,-0.50%,-6.2,56%,,50%
828,Chris Paddack\paddach01,25,SDP,42,0.06,-106,0.111,0,0.00%,61.90%,2.40%,61.8,28.60%,21.40%,28.60%,0.00%,1.33,0.00%,71.40%,28.60%,-0.6,-0.40%,-9.5,0%,,0%
829,Kevin Padlo\padloke01,24,TOT,15,0.174,6,0.25,0.077,0.00%,60.00%,13.30%,89.7,25.00%,25.00%,25.00%,50.00%,0.33,25.00%,50.00%,25.00%,-0.3,-0.20%,-2.5,33%,,100%
830,Kevin Padlo\padloke01,24,TBR,14,0.187,15,0.25,0.083,0.00%,57.10%,14.30%,89.7,25.00%,25.00%,25.00%,50.00%,0.33,25.00%,50.00%,25.00%,-0.2,-0.10%,-2.1,33%,,100%
831,Kevin Padlo\padloke01,24,SEA,1,0,-121,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-0.4,,,
832,Emilio Pagan\paganem01,30,SDP,2,0,-124,0,0,0.00%,50.00%,0.00%,57,0.00%,0.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
833,Josh Palacios\palacjo01,25,TOR,42,0.236,37,0.28,0,0.00%,26.20%,7.10%,88.5,42.30%,11.50%,50.00%,30.80%,1.18,19.20%,65.40%,15.40%,-0.5,-0.20%,-2.1,58%,,67%
834,Joe Panik\panikjo01,30,TOT,257,0.256,50,0.23,0.076,1.20%,13.20%,6.60%,86.1,25.50%,25.00%,45.10%,19.10%,0.84,22.10%,60.30%,17.60%,-1.7,-0.30%,-14.6,22%,100%,24%
835,Joe Panik\panikjo01,30,TOR,123,0.294,79,0.263,0.105,1.60%,11.40%,6.50%,85.4,24.80%,23.80%,45.50%,20.80%,0.84,26.70%,55.40%,17.80%,-0.4,-0.20%,-2,21%,,17%
836,Joe Panik\panikjo01,30,MIA,134,0.221,22,0.198,0.049,0.80%,14.90%,6.70%,86.7,26.20%,26.20%,44.70%,17.50%,0.84,17.50%,65.00%,17.50%,-1.4,-0.10%,-12.5,23%,100%,40%
837,Isaac Paredes\paredis01,22,DET,85,0.272,69,0.226,0.111,1.20%,12.90%,11.80%,85.5,25.40%,22.20%,36.50%,28.60%,0.58,38.10%,50.80%,11.10%,0,0.00%,-5,24%,,33%
838,Hoy Park\parkho01,25,TOT,150,0.283,70,0.25,0.141,2.00%,25.30%,12.00%,85.3,25.00%,18.50%,42.40%,31.50%,0.75,32.60%,54.30%,13.00%,-0.6,0.00%,-5.2,32%,50%,30%
839,Hoy Park\parkho01,25,NYY,1,0,-126,0,0,0.00%,0.00%,0.00%,60,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,-0.1,0.00%,-0.5,,,
840,Hoy Park\parkho01,25,PIT,149,0.285,71,0.253,0.142,2.00%,25.50%,12.10%,85.6,25.30%,18.70%,41.80%,31.90%,0.73,31.90%,54.90%,13.20%,-0.5,0.00%,-4.7,32%,50%,30%
841,Gerardo Parra\parrage01,34,WSN,107,0.291,79,0.318,0.113,1.90%,28.00%,5.60%,86.9,29.00%,30.40%,33.30%,31.90%,0.51,17.40%,53.60%,29.00%,-1.3,-0.50%,-8.6,38%,50%,50%
842,Tyler Payne\paynety01,28,CHC,2,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
843,Mark Payton\paytoma01,29,CIN,24,0.208,2,0.267,0,0.00%,29.20%,8.30%,85.1,33.30%,26.70%,40.00%,33.30%,0.67,26.70%,60.00%,13.30%,-0.3,-0.20%,-3.2,33%,,50%
844,Matt Peacock\peacoma01,27,ARI,17,0.261,43,0.333,0,0.00%,23.50%,5.90%,79.5,25.00%,16.70%,66.70%,16.70%,2,25.00%,66.70%,8.30%,-0.2,0.00%,-1.8,60%,100%,100%
845,Joc Pederson\pederjo01,29,TOT,481,0.32,92,0.281,0.184,3.70%,24.30%,8.10%,90.4,47.80%,22.70%,39.10%,29.30%,0.66,24.00%,59.60%,16.40%,0.7,0.90%,6.7,28%,40%,44%
846,Joc Pederson\pederjo01,29,CHC,287,0.312,91,0.274,0.188,3.80%,25.80%,7.70%,90.7,46.20%,22.00%,36.00%,31.20%,0.57,22.60%,59.10%,18.30%,0.6,0.50%,1,32%,40%,46%
847,Joc Pederson\pederjo01,29,ATL,194,0.331,95,0.29,0.179,3.60%,22.20%,8.80%,89.9,50.00%,23.70%,43.50%,26.70%,0.79,26.00%,60.30%,13.70%,0.2,0.40%,5.8,23%,,42%
848,David Peralta\peralda01,33,ARI,538,0.319,94,0.303,0.144,1.50%,17.10%,8.60%,89.3,42.00%,23.20%,54.90%,15.60%,1.22,24.20%,55.70%,20.20%,0.6,0.40%,11.9,29%,67%,45%
849,Freddy Peralta\peralfr01,25,MIL,45,0.098,-69,0.19,0,0.00%,48.90%,2.20%,76.6,19.00%,22.70%,63.60%,0.00%,2.33,4.50%,63.60%,31.80%,-0.9,-0.60%,-9.3,20%,,0%
850,Wily Peralta\peralwi01,32,DET,2,0.346,123,0,0,0.00%,0.00%,50.00%,78.6,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,0.2,0%,,0%
851,Jose Peraza\perazjo01,27,NYM,154,0.288,75,0.209,0.176,3.90%,16.90%,5.80%,84.6,25.00%,16.40%,34.50%,36.20%,0.54,33.60%,48.30%,18.10%,0.4,0.50%,-1.9,43%,100%,50%
852,Geraldo Perdomo\perdoge01,21,ARI,37,0.331,102,0.32,0.161,0.00%,16.20%,16.20%,85.3,28.00%,16.00%,32.00%,44.00%,0.5,32.00%,56.00%,12.00%,-0.4,-0.20%,-1.8,36%,,100%
853,Cionel Pérez\perezci01,25,CIN,2,0,-145,0,0,0.00%,0.00%,0.00%,77,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-1.1,,,
854,Hernan Perez\perezhe01,30,WSN,21,0.109,-51,0.111,0,0.00%,47.60%,9.50%,86.3,33.30%,22.20%,55.60%,22.20%,1.25,22.20%,77.80%,0.00%,-0.2,-0.10%,-3.1,33%,,0%
855,Martin Perez\perezma02,30,BOS,3,0,-134,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.6,,,
856,Michael Perez\perezmi03,28,PIT,231,0.236,37,0.17,0.148,3.00%,29.40%,8.20%,85,33.10%,16.20%,45.10%,31.00%,0.84,36.20%,52.50%,11.30%,-1.8,-0.50%,-17.6,27%,0%,29%
857,Roberto Perez\perezro02,32,CLE,161,0.256,52,0.179,0.17,4.40%,34.80%,10.60%,87.9,41.40%,17.20%,49.40%,26.40%,1.08,24.10%,58.60%,17.20%,-1.2,-0.50%,-8,19%,100%,0%
858,Salvador Perez\perezsa02,31,KCR,665,0.365,127,0.298,0.271,7.20%,25.60%,4.20%,93,56.20%,23.60%,37.40%,33.00%,0.6,33.00%,52.40%,14.50%,3.6,0.80%,19.6,25%,100%,22%
859,Dillon Peters\peterdi01,28,PIT,8,0.116,-99,0,0,0.00%,50.00%,12.50%,37.2,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,0.00%,-1.1,100%,,50%
860,DJ Peters\peterdj01,25,TOT,240,0.271,64,0.237,0.224,5.40%,34.20%,5.00%,87.5,39.40%,19.40%,38.90%,29.90%,0.64,26.40%,54.90%,18.80%,-1.5,-0.30%,-12.5,36%,100%,53%
861,DJ Peters\peterdj01,25,LAD,34,0.303,79,0.364,0.192,2.90%,41.20%,23.50%,90.7,41.70%,25.00%,33.30%,25.00%,0.5,25.00%,66.70%,8.30%,-0.4,-0.30%,-2.1,33%,,67%
862,DJ Peters\peterdj01,25,TEX,206,0.266,61,0.225,0.228,5.80%,33.00%,1.90%,87.2,39.20%,18.90%,39.40%,30.30%,0.65,26.50%,53.80%,19.70%,-1.1,0.00%,-10.5,36%,100%,50%
863,David Peterson\peterda01,25,NYM,20,0.116,-71,0.167,0.063,0.00%,50.00%,0.00%,66.5,33.30%,11.10%,55.60%,0.00%,5,0.00%,66.70%,33.30%,-0.3,-0.30%,-3.1,100%,,100%
864,Jace Peterson\peterja01,31,MIL,302,0.328,94,0.31,0.12,2.00%,22.50%,12.60%,87.4,34.90%,23.80%,42.00%,28.50%,0.73,24.40%,57.00%,18.70%,0.4,0.80%,7.1,30%,91%,55%
865,Tommy Pham\phamth01,33,SDP,561,0.328,108,0.28,0.154,2.70%,22.80%,13.90%,90.8,47.70%,24.80%,49.60%,21.40%,0.98,21.70%,57.80%,20.50%,-0.3,0.20%,5.5,34%,70%,42%
866,Brett Phillips\phillbr02,27,TBR,292,0.32,104,0.302,0.221,4.50%,38.70%,11.30%,88,45.10%,20.80%,34.70%,38.20%,0.56,34.00%,53.50%,12.50%,0,-0.10%,7,50%,82%,68%
867,Evan Phillips\phillev01,26,LAD,3,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.2,-0.20%,-0.9,,,
868,Kevin Pillar\pillake01,32,NYM,347,0.311,93,0.261,0.185,4.30%,23.30%,3.20%,85.8,31.80%,19.20%,35.90%,30.60%,0.56,32.70%,49.00%,18.40%,-0.1,-0.80%,2,31%,57%,38%
869,Manny Pina\pinama01,34,MIL,208,0.317,90,0.162,0.25,6.30%,18.30%,10.60%,86.5,32.40%,18.20%,38.50%,32.90%,0.63,37.10%,49.70%,13.30%,-0.6,-0.70%,1.4,29%,,20%
